"customer_id";"customer_name";"email";"city";"state";"total_orders";"gross_spent";"net_spent";"first_order_date";"last_order_date";"customer_type"
193;"Ayanna Rhodes";"ayanna.rhodes@msn.com";"Hicksville";"NY";1;1109.96;914.967;"2016-10-10";"2016-10-10";"One Time"
194;"Dorine Roberson";"dorine.roberson@msn.com";"Santa Cruz";"CA";2;13799.91;12320.1207;"2017-08-09";"2018-04-03";"Returning"
195;"Addie Hahn";"addie.hahn@hotmail.com";"Franklin Square";"NY";1;17369.92;14935.0311;"2018-03-08";"2018-03-08";"One Time"
196;"Edythe Valencia";"edythe.valencia@yahoo.com";"North Tonawanda";"NY";1;11899.94;10949.9468;"2017-05-09";"2017-05-09";"One Time"
197;"Andy O'neill";"andy.o'neill@msn.com";"Rego Park";"NY";1;5520.93;4655.0404;"2016-09-25";"2016-09-25";"One Time"
198;"Luis Tyler";"luis.tyler@gmail.com";"Amarillo";"TX";1;3159.94;2749.3474;"2017-08-16";"2017-08-16";"One Time"
199;"Clelia Workman";"clelia.workman@yahoo.com";"New Windsor";"NY";1;5069.97;4571.0727;"2016-08-20";"2016-08-20";"One Time"
200;"Ashely Holmes";"ashely.holmes@aol.com";"Farmingdale";"NY";1;489.99;391.992;"2017-02-16";"2017-02-16";"One Time"
201;"Candis Harding";"candis.harding@gmail.com";"Ballston Spa";"NY";1;2925.97;2548.9732;"2017-10-23";"2017-10-23";"One Time"
202;"Marni Bolton";"marni.bolton@msn.com";"Lancaster";"NY";1;4411.95;4095.0138;"2016-06-28";"2016-06-28";"One Time"
203;"Minerva Decker";"minerva.decker@yahoo.com";"Houston";"TX";1;13157.92;12369.6265;"2018-01-06";"2018-01-06";"One Time"
204;"Alpha King";"alpha.king@hotmail.com";"Rockville Centre";"NY";1;3338.95;2813.5587;"2016-02-28";"2016-02-28";"One Time"
205;"Harris Pittman";"harris.pittman@yahoo.com";"Jamaica";"NY";1;3908.96;3642.0126;"2016-04-04";"2016-04-04";"One Time"
206;"Stephaine Riddle";"stephaine.riddle@hotmail.com";"Brooklyn";"NY";1;9299.94;8429.9454;"2016-05-25";"2016-05-25";"One Time"
207;"Michel Blankenship";"michel.blankenship@msn.com";"Forney";"TX";1;2769.93;2500.4381;"2017-02-13";"2017-02-13";"One Time"
208;"Denis Logan";"denis.logan@msn.com";"Ridgecrest";"CA";2;6219.92;5651.0267;"2016-02-07";"2018-04-07";"Returning"
209;"Jutta Everett";"jutta.everett@gmail.com";"Selden";"NY";1;1409.99;1127.992;"2017-08-10";"2017-08-10";"One Time"
210;"Priscilla Wilkins";"priscilla.wilkins@aol.com";"Albany";"NY";1;3999.99;3599.991;"2017-11-07";"2017-11-07";"One Time"
211;"Gilma Dejesus";"gilma.dejesus@yahoo.com";"Scarsdale";"NY";1;1549.98;1472.481;"2016-07-11";"2016-07-11";"One Time"
212;"Buford Bridges";"buford.bridges@msn.com";"Troy";"NY";1;6999.96;6155.9644;"2016-11-13";"2016-11-13";"One Time"
213;"Elenore Hensley";"elenore.hensley@hotmail.com";"Hamburg";"NY";1;5099.93;4789.7348;"2017-10-27";"2017-10-27";"One Time"
214;"Ross Pugh";"ross.pugh@msn.com";"North Tonawanda";"NY";1;3439.93;3032.7401;"2017-05-08";"2017-05-08";"One Time"
215;"Judith Finley";"judith.finley@hotmail.com";"Whitestone";"NY";1;5039.96;4397.9639;"2017-05-28";"2017-05-28";"One Time"
216;"Wai Soto";"wai.soto@msn.com";"Bethpage";"NY";1;5963.95;4912.157;"2017-10-14";"2017-10-14";"One Time"
217;"Carline Collier";"carline.collier@msn.com";"Fresno";"CA";2;5618.93;5073.0365;"2017-12-30";"2018-04-03";"Returning"
218;"Casey Gill";"casey.gill@gmail.com";"Port Washington";"NY";1;8346.96;6902.465;"2016-02-27";"2016-02-27";"One Time"
219;"Darcie Morgan";"darcie.morgan@aol.com";"Oceanside";"NY";1;1733.97;1567.173;"2017-07-12";"2017-07-12";"One Time"
220;"Lucio Sherman";"lucio.sherman@gmail.com";"Smithtown";"NY";1;7319.95;6672.2947;"2017-08-21";"2017-08-21";"One Time"
221;"Clementine Mooney";"clementine.mooney@yahoo.com";"Mcallen";"TX";1;249.99;199.992;"2017-04-04";"2017-04-04";"One Time"
222;"Anya Contreras";"anya.contreras@msn.com";"East Northport";"NY";1;1749.98;1497.4827;"2017-10-26";"2017-10-26";"One Time"
223;"Scarlet Yates";"scarlet.yates@hotmail.com";"Patchogue";"NY";1;4897.99;4563.091;"2016-05-29";"2016-05-29";"One Time"
224;"Moses Pope";"moses.pope@yahoo.com";"Lawndale";"CA";2;12829.88;11471.8954;"2017-05-07";"2018-04-23";"Returning"
225;"Barbera Riggs";"barbera.riggs@aol.com";"Plainview";"NY";1;9059.92;7486.3314;"2017-08-17";"2017-08-17";"One Time"
226;"Kiana Rivera";"kiana.rivera@gmail.com";"Richmond Hill";"NY";1;14101.93;13033.5961;"2017-11-04";"2017-11-04";"One Time"
227;"Danielle Bond";"danielle.bond@msn.com";"Patchogue";"NY";1;22000.92;18553.73;"2017-12-01";"2017-12-01";"One Time"
228;"Whitney Estes";"whitney.estes@gmail.com";"Brentwood";"NY";1;749.99;674.991;"2018-03-18";"2018-03-18";"One Time"
229;"Molly Langley";"molly.langley@aol.com";"Holbrook";"NY";1;875.99;814.6707;"2017-10-19";"2017-10-19";"One Time"
230;"Chelsey Hardin";"chelsey.hardin@hotmail.com";"Deer Park";"NY";1;10148.97;9211.523;"2016-07-07";"2016-07-07";"One Time"
231;"Jenee Rasmussen";"jenee.rasmussen@hotmail.com";"Sacramento";"CA";2;13687.87;12861.8789;"2017-12-14";"2018-04-26";"Returning"
232;"Freddie Mathis";"freddie.mathis@hotmail.com";"Euless";"TX";1;1915.97;1755.3725;"2017-03-04";"2017-03-04";"One Time"
233;"Mariana Strong";"mariana.strong@msn.com";"Santa Clara";"CA";2;2658.98;2317.084;"2017-06-03";"2018-04-13";"Returning"
234;"Winfred Harris";"winfred.harris@msn.com";"East Meadow";"NY";1;4389.91;3804.9214;"2017-03-30";"2017-03-30";"One Time"
235;"Jeromy Elliott";"jeromy.elliott@gmail.com";"Bay Shore";"NY";1;6399.96;5989.965;"2016-10-16";"2016-10-16";"One Time"
236;"Verona O'neill";"verona.o'neill@hotmail.com";"Selden";"NY";1;4599.97;4157.9724;"2016-01-21";"2016-01-21";"One Time"
237;"Elvera Peck";"elvera.peck@yahoo.com";"Banning";"CA";2;2119.98;2007.5812;"2016-04-11";"2018-04-08";"Returning"
238;"Cindi Larson";"cindi.larson@msn.com";"Howard Beach";"NY";1;21816.93;20177.7457;"2017-06-24";"2017-06-24";"One Time"
239;"Felice Guzman";"felice.guzman@hotmail.com";"Canyon Country";"CA";2;11369.88;10156.8968;"2017-08-09";"2018-04-29";"Returning"
240;"Le Deleon";"le.deleon@msn.com";"Banning";"CA";2;11239.88;9959.0962;"2016-09-05";"2018-04-25";"Returning"
241;"Manie Sanchez";"manie.sanchez@hotmail.com";"Queensbury";"NY";1;2557.97;2157.916;"2016-10-01";"2016-10-01";"One Time"
242;"Rutha Howell";"rutha.howell@gmail.com";"Canyon Country";"CA";1;7782.96;7143.6644;"2017-05-30";"2017-05-30";"One Time"
243;"Natosha Rowland";"natosha.rowland@aol.com";"Ballston Spa";"NY";1;2849.96;2658.7627;"2017-11-08";"2017-11-08";"One Time"
244;"Jessika Bray";"jessika.bray@yahoo.com";"San Pablo";"CA";1;1291.96;1113.2655;"2017-12-28";"2017-12-28";"One Time"
245;"Delila Hamilton";"delila.hamilton@yahoo.com";"Palos Verdes Peninsula";"CA";1;12199.96;10869.9637;"2017-01-29";"2017-01-29";"One Time"
246;"Dionne Norris";"dionne.norris@yahoo.com";"Niagara Falls";"NY";1;6949.95;6261.9574;"2017-04-09";"2017-04-09";"One Time"
247;"Muriel Juarez";"muriel.juarez@gmail.com";"Palos Verdes Peninsula";"CA";1;11349.97;10570.4719;"2018-01-15";"2018-01-15";"One Time"
248;"Cecelia Gill";"cecelia.gill@aol.com";"Mcallen";"TX";1;1272.98;1101.683;"2017-06-21";"2017-06-21";"One Time"
249;"Magda Eaton";"magda.eaton@aol.com";"Ossining";"NY";1;761.99;723.8905;"2017-03-18";"2017-03-18";"One Time"
250;"Ivonne Yang";"ivonne.yang@gmail.com";"El Paso";"TX";1;2511.96;2371.1624;"2017-01-28";"2017-01-28";"One Time"
251;"Kasie Rodriquez";"kasie.rodriquez@aol.com";"Ballston Spa";"NY";1;9369.95;8879.4529;"2016-04-04";"2016-04-04";"One Time"
252;"Eleni Gordon";"eleni.gordon@hotmail.com";"Richmond Hill";"NY";1;10330.94;8587.397;"2016-01-19";"2016-01-19";"One Time"
253;"Maurice Norton";"maurice.norton@hotmail.com";"Atwater";"CA";1;1799.98;1439.984;"2018-01-21";"2018-01-21";"One Time"
254;"Cristobal Hutchinson";"cristobal.hutchinson@gmail.com";"Lawndale";"CA";1;1817.95;1716.553;"2017-09-21";"2017-09-21";"One Time"
255;"Flossie Holder";"flossie.holder@msn.com";"Massapequa Park";"NY";1;11452.95;10269.8557;"2017-03-04";"2017-03-04";"One Time"
256;"Erma Salinas";"erma.salinas@gmail.com";"Merrick";"NY";1;2909.94;2658.1454;"2018-01-06";"2018-01-06";"One Time"
257;"Earl Stanley";"earl.stanley@gmail.com";"Elmhurst";"NY";1;5710.95;5315.9042;"2017-12-17";"2017-12-17";"One Time"
258;"Maribel William";"maribel.william@aol.com";"Torrance";"CA";1;469.99;437.0907;"2016-01-09";"2016-01-09";"One Time"
259;"Johnathan Velazquez";"johnathan.velazquez@hotmail.com";"Pleasanton";"CA";1;11397.94;10231.0464;"2016-01-01";"2016-01-01";"One Time"
260;"Rodrick Shelton";"rodrick.shelton@hotmail.com";"Canyon Country";"CA";1;3950.94;3349.6487;"2016-10-11";"2016-10-11";"One Time"
261;"Ferne Kline";"ferne.kline@hotmail.com";"Fullerton";"CA";1;1949.97;1837.4717;"2016-09-02";"2016-09-02";"One Time"
262;"Rubin Decker";"rubin.decker@gmail.com";"Buffalo";"NY";1;2809.94;2484.4274;"2017-12-04";"2017-12-04";"One Time"
263;"Dortha Jarvis";"dortha.jarvis@yahoo.com";"Oceanside";"NY";1;16358.94;14405.0464;"2018-03-15";"2018-03-15";"One Time"
264;"Mariela Huffman";"mariela.huffman@gmail.com";"Garden City";"NY";1;1669.97;1577.0717;"2016-02-13";"2016-02-13";"One Time"
265;"Mellisa Farley";"mellisa.farley@yahoo.com";"Central Islip";"NY";1;1199.98;1096.1817;"2017-06-10";"2017-06-10";"One Time"
266;"Myung Hooper";"myung.hooper@gmail.com";"Elmont";"NY";1;3039.95;2681.957;"2017-07-15";"2017-07-15";"One Time"
267;"Angelina Lloyd";"angelina.lloyd@yahoo.com";"Apple Valley";"CA";1;1739.96;1625.963;"2016-05-11";"2016-05-11";"One Time"
268;"Trinity Riddle";"trinity.riddle@aol.com";"Ballston Spa";"NY";1;7810.96;7211.7234;"2017-09-01";"2017-09-01";"One Time"
269;"Barton Crosby";"barton.crosby@msn.com";"Bellmore";"NY";1;8069.93;7526.0367;"2017-10-21";"2017-10-21";"One Time"
270;"Claudio Wise";"claudio.wise@hotmail.com";"Kingston";"NY";1;3989.98;3646.9827;"2017-06-23";"2017-06-23";"One Time"
271;"Katheleen Marks";"katheleen.marks@yahoo.com";"Longview";"TX";1;1099.98;879.984;"2016-03-01";"2016-03-01";"One Time"
272;"Deja Chaney";"deja.chaney@hotmail.com";"Jamaica";"NY";1;10360.92;8561.2627;"2016-09-11";"2016-09-11";"One Time"
273;"Queenie Vance";"queenie.vance@gmail.com";"Ozone Park";"NY";1;3259.96;3056.9624;"2017-12-31";"2017-12-31";"One Time"
274;"Josh Shaw";"josh.shaw@gmail.com";"Hopewell Junction";"NY";1;6068.93;5701.1054;"2016-07-24";"2016-07-24";"One Time"
275;"Pinkie Kirkland";"pinkie.kirkland@yahoo.com";"San Angelo";"TX";1;12543.91;11476.5364;"2017-09-13";"2017-09-13";"One Time"
276;"Lavette Wright";"lavette.wright@msn.com";"Ronkonkoma";"NY";1;7669.93;6866.9384;"2016-02-21";"2016-02-21";"One Time"
277;"Mark Garrett";"mark.garrett@msn.com";"Monroe";"NY";1;4201.95;3570.556;"2016-02-06";"2016-02-06";"One Time"
278;"Myesha Burgess";"myesha.burgess@gmail.com";"Campbell";"CA";1;5609.96;5226.6626;"2017-06-15";"2017-06-15";"One Time"
279;"Justina Long";"justina.long@aol.com";"South El Monte";"CA";1;10531.93;9327.738;"2017-12-07";"2017-12-07";"One Time"
280;"Brenda Tate";"brenda.tate@msn.com";"San Angelo";"TX";1;5518.96;4616.0145;"2016-05-01";"2016-05-01";"One Time"
281;"Rayna Perry";"rayna.perry@hotmail.com";"Ozone Park";"NY";1;6459.98;5672.281;"2016-07-05";"2016-07-05";"One Time"
282;"Randolph Chase";"randolph.chase@yahoo.com";"San Lorenzo";"CA";1;9959.92;9163.4289;"2016-06-11";"2016-06-11";"One Time"
283;"Jaimee Day";"jaimee.day@aol.com";"Poughkeepsie";"NY";1;1269.97;1172.9724;"2017-01-09";"2017-01-09";"One Time"
284;"Susann Bass";"susann.bass@msn.com";"Commack";"NY";1;1067.97;1001.6117;"2017-03-07";"2017-03-07";"One Time"
285;"Leola Gould";"leola.gould@gmail.com";"Astoria";"NY";1;659.99;613.7907;"2017-12-10";"2017-12-10";"One Time"
286;"Virgil Frost";"virgil.frost@gmail.com";"Levittown";"NY";1;1103.98;1026.7014;"2017-10-03";"2017-10-03";"One Time"
287;"Mireille Puckett";"mireille.puckett@hotmail.com";"Oxnard";"CA";1;2633.93;2320.5564;"2018-03-20";"2018-03-20";"One Time"
288;"Keturah Massey";"keturah.massey@msn.com";"Banning";"CA";1;5439.92;4765.4287;"2016-03-28";"2016-03-28";"One Time"
289;"Charmain Webster";"charmain.webster@hotmail.com";"Richardson";"TX";1;19499.96;17834.9634;"2017-11-17";"2017-11-17";"One Time"
290;"Barry Buckner";"barry.buckner@gmail.com";"Centereach";"NY";1;1649.95;1467.9554;"2017-07-22";"2017-07-22";"One Time"
291;"Boyce Burks";"boyce.burks@gmail.com";"Sunnyside";"NY";1;1767.97;1600.093;"2017-01-28";"2017-01-28";"One Time"
292;"Monty Frost";"monty.frost@aol.com";"Hempstead";"NY";1;14946.94;13947.5449;"2017-10-09";"2017-10-09";"One Time"
293;"Tiny French";"tiny.french@hotmail.com";"Plainview";"NY";1;6739.96;6102.963;"2018-03-03";"2018-03-03";"One Time"
294;"Clementina Sargent";"clementina.sargent@hotmail.com";"Rome";"NY";1;1369.98;1208.4825;"2017-04-06";"2017-04-06";"One Time"
295;"Danny Kim";"danny.kim@msn.com";"South Ozone Park";"NY";1;12919.93;11055.941;"2017-02-13";"2017-02-13";"One Time"
296;"Sophia Mcmillan";"sophia.mcmillan@msn.com";"Uniondale";"NY";1;15249.92;13773.6277;"2018-03-19";"2018-03-19";"One Time"
297;"Christia Carson";"christia.carson@gmail.com";"Helotes";"TX";1;3897.98;3658.181;"2017-01-22";"2017-01-22";"One Time"
298;"Jennie Middleton";"jennie.middleton@gmail.com";"Upland";"CA";1;11439.93;9474.9404;"2016-11-22";"2016-11-22";"One Time"
299;"Jame Riggs";"jame.riggs@hotmail.com";"Bay Shore";"NY";1;2839.94;2687.1434;"2016-07-13";"2016-07-13";"One Time"
300;"Rayford Simon";"rayford.simon@msn.com";"Mountain View";"CA";1;1279.98;1023.984;"2018-03-04";"2018-03-04";"One Time"
301;"Annett Garrett";"annett.garrett@yahoo.com";"Scarsdale";"NY";1;4397.95;4156.6929;"2017-04-04";"2017-04-04";"One Time"
302;"Hayden Cross";"hayden.cross@gmail.com";"Apple Valley";"CA";1;709.97;631.6747;"2018-03-30";"2018-03-30";"One Time"
303;"Rolanda Larsen";"rolanda.larsen@yahoo.com";"Woodhaven";"NY";1;3458.97;3136.0432;"2017-11-11";"2017-11-11";"One Time"
304;"Jayme Zamora";"jayme.zamora@gmail.com";"Springfield Gardens";"NY";1;539.98;502.1814;"2016-10-02";"2016-10-02";"One Time"
305;"Hope Cotton";"hope.cotton@aol.com";"Redondo Beach";"CA";1;1431.96;1238.566;"2017-08-21";"2017-08-21";"One Time"
306;"Vikki Erickson";"vikki.erickson@yahoo.com";"Kingston";"NY";1;7361.96;6489.565;"2016-03-03";"2016-03-03";"One Time"
307;"Fransisca Nicholson";"fransisca.nicholson@aol.com";"Glendora";"CA";1;3269.98;2942.982;"2016-05-17";"2016-05-17";"One Time"
308;"Mazie Fernandez";"mazie.fernandez@hotmail.com";"Webster";"NY";1;8499.96;7394.9644;"2018-03-11";"2018-03-11";"One Time"
309;"Anderson Martin";"anderson.martin@hotmail.com";"Canandaigua";"NY";1;4831.95;3900.6587;"2016-12-11";"2016-12-11";"One Time"
310;"Gilberto Parsons";"gilberto.parsons@gmail.com";"Middle Village";"NY";1;14999.94;12935.9494;"2018-01-23";"2018-01-23";"One Time"
311;"Charise Burt";"charise.burt@aol.com";"Fresno";"CA";1;1371.96;1250.8637;"2017-12-25";"2017-12-25";"One Time"
312;"Cameron Carroll";"cameron.carroll@yahoo.com";"Longview";"TX";1;6099.97;5419.973;"2018-01-30";"2018-01-30";"One Time"
313;"Melani Jarvis";"melani.jarvis@hotmail.com";"Maspeth";"NY";1;5697.96;4918.366;"2016-11-04";"2016-11-04";"One Time"
314;"Javier Nichols";"javier.nichols@msn.com";"Rowlett";"TX";1;7309.94;6872.9437;"2016-09-16";"2016-09-16";"One Time"
315;"Justina Jenkins";"justina.jenkins@yahoo.com";"Baldwin";"NY";1;2376.97;2258.1215;"2017-03-31";"2017-03-31";"One Time"
316;"Hortencia Graham";"hortencia.graham@aol.com";"Euless";"TX";1;7439.94;6815.9474;"2016-03-19";"2016-03-19";"One Time"
317;"Christia Wilkins";"christia.wilkins@msn.com";"Woodside";"NY";1;1659.96;1543.7628;"2016-02-20";"2016-02-20";"One Time"
318;"Eliz Whitney";"eliz.whitney@msn.com";"Fullerton";"CA";1;1803.95;1662.0539;"2017-10-23";"2017-10-23";"One Time"
319;"Justin Newton";"justin.newton@hotmail.com";"Apple Valley";"CA";1;2499.96;2337.4625;"2016-06-25";"2016-06-25";"One Time"
320;"Aron Wiggins";"aron.wiggins@aol.com";"Oceanside";"NY";1;12470.97;10047.4245;"2017-12-03";"2017-12-03";"One Time"
321;"Chere Hardin";"chere.hardin@yahoo.com";"Brooklyn";"NY";1;1248.98;1165.081;"2016-11-06";"2016-11-06";"One Time"
322;"Merideth Preston";"merideth.preston@yahoo.com";"Poughkeepsie";"NY";1;12749.95;11832.4539;"2017-12-16";"2017-12-16";"One Time"
323;"Jeniffer Slater";"jeniffer.slater@aol.com";"Schenectady";"NY";1;2999.99;2699.991;"2018-02-09";"2018-02-09";"One Time"
324;"Laureen Paul";"laureen.paul@yahoo.com";"Bellmore";"NY";1;2387.98;2165.0817;"2016-01-04";"2016-01-04";"One Time"
325;"Berna Moore";"berna.moore@hotmail.com";"Bronx";"NY";1;999.99;949.9905;"2017-08-12";"2017-08-12";"One Time"
326;"Shiela Calderon";"shiela.calderon@msn.com";"Rocklin";"CA";1;3017.96;2768.3634;"2017-08-25";"2017-08-25";"One Time"
327;"Sharie Alvarez";"sharie.alvarez@msn.com";"New York";"NY";1;6206.94;5716.596;"2016-03-14";"2016-03-14";"One Time"
328;"Bettie Glover";"bettie.glover@gmail.com";"Euless";"TX";1;10489.96;8740.966;"2017-06-26";"2017-06-26";"One Time"
329;"Marilyn Frank";"marilyn.frank@aol.com";"Port Chester";"NY";1;9999.98;9499.981;"2017-04-18";"2017-04-18";"One Time"
330;"Sheba Knapp";"sheba.knapp@aol.com";"Woodside";"NY";1;13139.92;11972.9271;"2018-03-18";"2018-03-18";"One Time"
331;"Aleta Mack";"aleta.mack@yahoo.com";"Bay Shore";"NY";1;2068.94;1929.514;"2016-08-20";"2016-08-20";"One Time"
332;"Reena Higgins";"reena.higgins@gmail.com";"Canyon Country";"CA";1;6428.96;5728.9344;"2016-03-29";"2016-03-29";"One Time"
333;"Ami Mcmahon";"ami.mcmahon@aol.com";"Sunnyside";"NY";1;3199.94;2840.0461;"2017-11-12";"2017-11-12";"One Time"
334;"Somer Jordan";"somer.jordan@msn.com";"Huntington Station";"NY";1;14109.95;12663.956;"2017-09-08";"2017-09-08";"One Time"
335;"Scarlet Reed";"scarlet.reed@hotmail.com";"Bronx";"NY";1;4365.96;4147.662;"2017-03-05";"2017-03-05";"One Time"
336;"Trisha Johnson";"trisha.johnson@msn.com";"Lancaster";"NY";1;799.98;754.5812;"2016-03-02";"2016-03-02";"One Time"
337;"Majorie Wyatt";"majorie.wyatt@yahoo.com";"South Ozone Park";"NY";1;5587.95;5119.354;"2016-08-16";"2016-08-16";"One Time"
338;"Abbey Pugh";"abbey.pugh@gmail.com";"Forest Hills";"NY";1;4778.99;4132.992;"2016-04-08";"2016-04-08";"One Time"
339;"Tamela Harrell";"tamela.harrell@aol.com";"Central Islip";"NY";1;20199.95;17479.957;"2017-06-16";"2017-06-16";"One Time"
340;"Yanira Bradshaw";"yanira.bradshaw@gmail.com";"Smithtown";"NY";1;10165.95;9157.756;"2017-03-28";"2017-03-28";"One Time"
341;"Delana Scott";"delana.scott@yahoo.com";"Mount Vernon";"NY";1;1499.98;1199.984;"2016-11-02";"2016-11-02";"One Time"
342;"Cassondra Pruitt";"cassondra.pruitt@aol.com";"Merrick";"NY";1;299.99;269.991;"2017-05-26";"2017-05-26";"One Time"
343;"Jesica Fields";"jesica.fields@yahoo.com";"Commack";"NY";1;1989.98;1800.4815;"2017-02-02";"2017-02-02";"One Time"
344;"Herta Rollins";"herta.rollins@msn.com";"Mountain View";"CA";1;4914.95;4464.6642;"2017-01-20";"2017-01-20";"One Time"
345;"Mi Gray";"mi.gray@aol.com";"Albany";"NY";1;11299.98;9728.9827;"2017-05-21";"2017-05-21";"One Time"
346;"Jacalyn Barnett";"jacalyn.barnett@gmail.com";"Maspeth";"NY";1;539.99;502.1907;"2017-11-11";"2017-11-11";"One Time"
347;"Kanesha Hudson";"kanesha.hudson@gmail.com";"Oakland";"CA";1;250.99;225.891;"2017-01-16";"2017-01-16";"One Time"
348;"Darren Witt";"darren.witt@aol.com";"Coachella";"CA";1;4028.98;3223.184;"2016-01-27";"2016-01-27";"One Time"
349;"Mable Pratt";"mable.pratt@gmail.com";"Coachella";"CA";1;7275.97;6912.1715;"2017-01-17";"2017-01-17";"One Time"
350;"Christoper Mccall";"christoper.mccall@msn.com";"Bay Shore";"NY";1;12571.93;11462.5954;"2016-06-13";"2016-06-13";"One Time"
351;"Margorie Wynn";"margorie.wynn@gmail.com";"Monsey";"NY";1;9114.96;8498.463;"2017-09-19";"2017-09-19";"One Time"
352;"Josef Greer";"josef.greer@gmail.com";"Jamaica";"NY";1;7173.93;5925.5601;"2017-05-20";"2017-05-20";"One Time"
353;"Tisa Whitney";"tisa.whitney@yahoo.com";"Monsey";"NY";1;3547.96;3196.2044;"2017-07-23";"2017-07-23";"One Time"
354;"Tonda Armstrong";"tonda.armstrong@aol.com";"Sunnyside";"NY";1;7830.95;7179.9832;"2017-07-13";"2017-07-13";"One Time"
355;"Arvilla Weiss";"arvilla.weiss@msn.com";"Bay Shore";"NY";1;3199.97;3015.9719;"2017-06-16";"2017-06-16";"One Time"
356;"Vashti Rosario";"vashti.rosario@yahoo.com";"Bronx";"NY";1;10949.97;9865.4727;"2017-07-23";"2017-07-23";"One Time"
357;"Sheri Cole";"sheri.cole@aol.com";"San Jose";"CA";1;2225.99;1970.5907;"2016-04-03";"2016-04-03";"One Time"
358;"Kandace Giles";"kandace.giles@msn.com";"Wantagh";"NY";1;3833.94;3247.248;"2017-05-02";"2017-05-02";"One Time"
359;"Angie Powers";"angie.powers@aol.com";"Pomona";"CA";1;2139.96;1990.1628;"2016-09-04";"2016-09-04";"One Time"
360;"Van Peters";"van.peters@yahoo.com";"Houston";"TX";1;6895.99;6448.2907;"2016-06-29";"2016-06-29";"One Time"
361;"Virgina Berg";"virgina.berg@yahoo.com";"Valley Stream";"NY";1;5653.94;5154.1467;"2017-01-24";"2017-01-24";"One Time"
362;"Olevia Noel";"olevia.noel@yahoo.com";"Kingston";"NY";1;4899.97;3997.9747;"2016-09-19";"2016-09-19";"One Time"
363;"Kaci Gallegos";"kaci.gallegos@gmail.com";"Ballston Spa";"NY";1;269.99;242.991;"2016-05-10";"2016-05-10";"One Time"
364;"Bev Chang";"bev.chang@yahoo.com";"Ithaca";"NY";1;6359.96;5291.965;"2018-03-04";"2018-03-04";"One Time"
365;"Rodger Rojas";"rodger.rojas@yahoo.com";"Bayside";"NY";1;1928.96;1758.514;"2016-11-20";"2016-11-20";"One Time"
366;"Lavonne Anderson";"lavonne.anderson@aol.com";"Floral Park";"NY";1;7680.97;6744.774;"2016-03-27";"2016-03-27";"One Time"
367;"Blanca Hooper";"blanca.hooper@msn.com";"Ozone Park";"NY";1;8189.94;6602.9505;"2017-03-15";"2017-03-15";"One Time"
368;"Alysha Powers";"alysha.powers@msn.com";"Forest Hills";"NY";1;939.98;751.984;"2016-08-25";"2016-08-25";"One Time"
369;"Mary Singleton";"mary.singleton@hotmail.com";"Woodside";"NY";1;1616.97;1536.1215;"2017-10-14";"2017-10-14";"One Time"
370;"Jina Cooper";"jina.cooper@aol.com";"Howard Beach";"NY";1;569.98;521.9817;"2016-03-23";"2016-03-23";"One Time"
371;"Loni Duncan";"loni.duncan@gmail.com";"Rosedale";"NY";1;1799.99;1619.991;"2016-04-02";"2016-04-02";"One Time"
372;"Collene Roman";"collene.roman@aol.com";"Wappingers Falls";"NY";1;7199.96;6578.9654;"2017-04-15";"2017-04-15";"One Time"
373;"Mariette Trevino";"mariette.trevino@aol.com";"Utica";"NY";1;999.98;949.981;"2016-08-12";"2016-08-12";"One Time"
374;"Candelaria Coffey";"candelaria.coffey@aol.com";"Merrick";"NY";1;15937.93;14735.4152;"2017-03-24";"2017-03-24";"One Time"
375;"Yan Trevino";"yan.trevino@gmail.com";"Uniondale";"NY";1;13749.92;11391.43;"2017-11-19";"2017-11-19";"One Time"
376;"Elanor Patrick";"elanor.patrick@aol.com";"Victoria";"TX";1;2248.98;2136.531;"2017-05-19";"2017-05-19";"One Time"
377;"Klara Mosley";"klara.mosley@gmail.com";"Port Chester";"NY";1;809.97;755.972;"2016-10-18";"2016-10-18";"One Time"
378;"Rosalba O'neal";"rosalba.o'neal@yahoo.com";"Mount Vernon";"NY";1;499.99;464.9907;"2016-06-21";"2016-06-21";"One Time"
379;"Mina Carrillo";"mina.carrillo@aol.com";"Uniondale";"NY";1;7033.98;6671.6012;"2017-08-29";"2017-08-29";"One Time"
380;"Alesia Horne";"alesia.horne@aol.com";"Selden";"NY";1;3359.95;2787.959;"2017-02-01";"2017-02-01";"One Time"
381;"Kristen Alvarez";"kristen.alvarez@aol.com";"Bronx";"NY";1;968.98;888.2814;"2016-02-10";"2016-02-10";"One Time"
382;"Collin Webster";"collin.webster@aol.com";"Howard Beach";"NY";1;940.98;861.0117;"2017-02-16";"2017-02-16";"One Time"
383;"Ashlee Pena";"ashlee.pena@aol.com";"Whitestone";"NY";1;18799.93;17305.9384;"2017-01-18";"2017-01-18";"One Time"
384;"Aimee Merritt";"aimee.merritt@yahoo.com";"Flushing";"NY";1;8969.94;8096.4455;"2017-05-15";"2017-05-15";"One Time"
385;"Rochelle Ward";"rochelle.ward@yahoo.com";"Glendora";"CA";1;2799.95;2427.9567;"2016-02-16";"2016-02-16";"One Time"
386;"Nelle Beck";"nelle.beck@aol.com";"Upland";"CA";1;4442.94;4012.6457;"2017-05-05";"2017-05-05";"One Time"
